injection_OBJ_ID,injection_API,injection_lat,injection_lon,production_OBJ_ID,production_API,production_lat,production_lon,distance_miles,OBJ_ID,prod_change,distance_band
7521,34005200000000.0,40.88728253,-82.16039625,237485,34169600000000.0,40.905832,-82.097026,3.5491771472991784,237485,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,5735,34005200000000.0,40.916126,-82.170433,2.06069001514604,5735,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,8717,34005200000000.0,40.907672,-82.142942,1.6779984012316116,8717,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5548,34005200000000.0,40.905043,-82.137696,1.7063129836281583,5548,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,237343,34169600000000.0,40.905597,-82.101286,3.336479122312462,237343,0.0,3–5
7521,34005200000000.0,40.88728253,-82.16039625,10546,34005600000000.0,40.91118,-82.168649,1.7064996376275572,10546,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,6032,34005200000000.0,40.916401,-82.175426,2.1596013917746535,6032,3.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,9373,34005600000000.0,40.92161,-82.145531,2.4956312512140273,9373,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,8557,34005200000000.0,40.917606,-82.160113,2.0952249162783927,8557,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,10433,34005600000000.0,40.916539,-82.171676,2.105530436248172,10433,0.0,1–3
7521,34005200000000.0,40.88728253,-82.16039625,5829,34005200000000.0,40.918837,-82.168234,2.2183157609637214,5829,0.0,1–3
